noise,snr_idx,CC_mean,CC_std,MSE_mean,MSE_std,RMSE_mean,RMSE_std,RRMSE_mean,RRMSE_std,RRMSE_temp_mean,RRMSE_temp_std,RRMSE_spec_mean,RRMSE_spec_std,CC_overall,MSE_overall,RMSE_overall,RRMSE_overall,RRMSE_temp_overall,RRMSE_spec_overall
SHIV_BASELINE,0,0.4894697070121765,0.049967359751462936,3.1622776985168457,1.1387584919475557e-07,1.7782793045043945,1.1570732283416874e-07,1.7782793045043945,1.3113672991948988e-07,1.7782793045043945,1.3113672991948988e-07,3.3916503119489936,2.523176503398856,,,,,,
SHIV_BASELINE,1,0.5329830646514893,0.04565230384469032,2.5118865966796875,1.8961462444622157e-07,1.5848932266235352,2.5535108250096528e-08,1.5848932266235352,3.568773365714151e-08,1.5848932266235352,3.568773365714151e-08,2.7359239481810285,2.012674185908695,,,,,,
SHIV_BASELINE,2,0.577261209487915,0.04102770611643791,1.9952620267868042,2.9996959938216605e-07,1.412537693977356,1.3868016424112284e-07,1.412537693977356,1.3659928299603052e-07,1.412537693977356,1.3659928299603052e-07,2.213993729227672,1.6073691129906618,,,,,,
SHIV_BASELINE,3,0.6215564012527466,0.036211900413036346,1.5848932266235352,6.186223799886648e-08,1.2589253187179565,1.0674969530555245e-07,1.2589253187179565,1.1053581516762279e-07,1.2589253187179565,1.1053581516762279e-07,1.7982321283375025,1.2856350351996506,,,,,,
SHIV_BASELINE,4,0.6650592684745789,0.03135119006037712,1.2589253187179565,1.1740650052161072e-07,1.1220184564590454,1.8140227098228934e-08,1.1220184564590454,4.0261191713852895e-08,1.1220184564590454,4.0261191713852895e-08,1.4666829047113974,1.0302895690458749,,,,,,
SHIV_BASELINE,5,0.7069615125656128,0.026604555547237396,1.0,2.8468962298688893e-08,1.0,2.0837147118868415e-08,1.0,2.1342801304058412e-08,1.0,2.1342801304058412e-08,1.2018961330570537,0.8276824791417928,,,,,,
SHIV_BASELINE,6,0.7465236186981201,0.022124165669083595,0.7943282723426819,5.239540712409507e-08,0.8912510275840759,1.0610553857759442e-07,0.8912510275840759,1.0243087444905541e-07,0.8912510275840759,1.0243087444905541e-07,0.9900074102963384,0.6669669283100826,,,,,,
SHIV_BASELINE,7,0.7831372022628784,0.01803627982735634,0.6309573650360107,2.7874104802094735e-08,0.7943282723426819,2.7488855636192966e-08,0.7943282723426819,2.6270294384289627e-08,0.7943282723426819,2.6270294384289627e-08,0.8200130404466468,0.539512123264636,,,,,,
SHIV_BASELINE,8,0.8163694739341736,0.01442747563123703,0.501187264919281,5.0485169822422904e-08,0.7079458236694336,5.0409671104034715e-08,0.7079458236694336,4.80103956590483e-08,0.7079458236694336,4.80103956590483e-08,0.6831945055474038,0.43843613632628736,,,,,,
SHIV_BASELINE,9,0.8459814786911011,0.011339260265231133,0.3981071710586548,1.1611477113149249e-08,0.6309573650360107,1.669711302554333e-08,0.6309573650360107,1.632806956308741e-08,0.6309573650360107,1.632806956308741e-08,0.5726547617002087,0.3582439318243282,,,,,,
SHIV_BASELINE,10,0.8719213604927063,0.008771142922341824,0.3162277638912201,1.8524573874856287e-08,0.5623412728309631,5.485287246642656e-08,0.5623412728309631,5.7932606267740994e-08,0.5623412728309631,5.7932606267740994e-08,0.4829445976461695,0.2945478043810551,,,,,,
SHIV_BASELINE,ALL,,,,,,,,,,,,,0.696111261844635,1.2867320775985718,1.0675889253616333,1.0675889253616333,1.0675889253616333,1.487017588281856
